model,location,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_95,r_wis
baseline_covid,Alabama,74.34933201528443,44.079494888341735,11.01209472621042,19.25774240073228,0.07789473684210532,0.22800751879699238,114.73684210526312,0.6428571428571429,1,1
baseline_covid,Alaska,6.797192677866628,3.9385186287201215,0.8845531086889817,1.9741209404575253,0.12300751879699262,0.10827067669172931,11.195488721804512,0.7443609022556389,1,1
baseline_covid,Arizona,94.75241842763353,51.22098657948045,21.520882122355072,22.010549725798015,0.10872180451127832,0.13609022556390998,147.60150375939838,0.7218045112781957,1,1
baseline_covid,Arkansas,45.591343326328,25.750892673701173,7.0430015164813256,12.797449136145495,0.0899248120300752,0.18571428571428564,71.76691729323306,0.669172932330827,1,1
baseline_covid,California,447.9556905300914,219.0379761499401,95.91026508009446,133.0074493000569,0.0440601503759399,0.26672932330827065,734.9736842105261,0.5601503759398495,1,1
baseline_covid,Colorado,65.9676416375912,37.804280970149925,12.085208051328618,16.078152616112625,0.10947368421052629,0.16766917293233047,101.90601503759407,0.7218045112781957,1,1
baseline_covid,Connecticut,60.4108729579307,29.100385657568978,11.621339311137461,19.689147989224256,0.041052631578947396,0.19229323308270685,99.52631578947367,0.5526315789473686,1,1
baseline_covid,Delaware,16.72216525134236,10.2227030988261,2.445188015789931,4.054274136726329,0.12300751879699252,0.11240601503759395,25.624060150375932,0.7518796992481203,1,1
baseline_covid,District of Columbia,16.505173588032868,9.035666900484792,2.7867745782720976,4.682732109275982,0.08842105263157901,0.17180451127819538,25.47744360902257,0.661654135338346,1,1
baseline_covid,Florida,342.6358783087455,208.0111265236336,45.25447103719157,89.37028074792026,0.10120300751879702,0.2595864661654138,526.8496240601502,0.7030075187969925,1,1
baseline_covid,Georgia,148.8069868137027,82.48678715681893,25.73509170805995,40.58510794882385,0.08165413533834588,0.2657894736842104,230.62406015037595,0.6541353383458647,1,1
baseline_covid,Hawaii,13.53176761726264,9.387487407543247,1.444453989652678,2.699826220066712,0.182406015037594,0.09830827067669179,18.154135338345863,0.8909774436090224,1,1
baseline_covid,Idaho,19.59160727772691,11.100744226239254,3.1773845745976246,5.31347847689003,0.11774436090225575,0.13966165413533843,29.981203007518786,0.740601503759398,1,1
baseline_covid,Illinois,170.5606015543238,80.44094719236665,34.3337781836465,55.78587617831067,0.05157894736842109,0.16127819548872183,279.5827067669173,0.5789473684210525,1,1
baseline_covid,Indiana,91.0705128494612,40.89643413874928,19.75001319562068,30.424065515091236,0.08390977443609024,0.1562030075187968,152.13909774436092,0.6578947368421051,1,1
baseline_covid,Iowa,39.50366506114309,17.085493268898855,8.425366046893549,13.992805745350688,0.05007518796992487,0.19962406015037612,66.55263157894737,0.5789473684210523,0.9924812030075187,1
baseline_covid,Kansas,38.21604750148065,20.008706772434266,7.042002480175176,11.165338248871212,0.09293233082706763,0.12274436090225535,61.43984962406016,0.6879699248120299,0.9924812030075187,1
baseline_covid,Kentucky,60.28905969216647,33.77313543517954,7.0662863658711785,19.449637891115753,0.09669172932330836,0.212406015037594,96.94736842105262,0.6917293233082707,1,1
baseline_covid,Louisiana,64.78955070530968,40.503159796287804,8.340167322725861,15.94622358629601,0.12751879699248123,0.21203007518796985,99.49248120300744,0.7669172932330827,1,1
baseline_covid,Maine,21.139865407723626,7.363749112726089,5.514811851877916,8.261304443119618,0.052330827067669235,0.10469924812030064,32.58646616541354,0.6052631578947368,0.9699248120300753,1
baseline_covid,Maryland,69.88218973622067,41.785869115119716,9.85456716597241,18.241753455128528,0.09518796992481209,0.20789473684210522,104.47744360902257,0.6842105263157894,1,1
baseline_covid,Massachusetts,115.4465781448275,49.586533713556115,27.571526448347193,38.28851798292421,0.04180451127819553,0.1828947368421054,198.46240601503763,0.5526315789473684,1,1
baseline_covid,Michigan,112.05679471261818,53.24644045494026,21.55889093853343,37.25146331914447,0.06812030075187962,0.19304511278195474,179.39473684210523,0.6203007518796987,1,1
baseline_covid,Minnesota,47.13020844468783,22.24397113720197,8.341460910849706,16.544776396636156,0.06736842105263166,0.15263157894736848,79.18796992481202,0.6315789473684209,0.9849624060150377,1
baseline_covid,Mississippi,40.14660102744824,20.510301547912093,8.37713545932451,11.25916402021163,0.08691729323308274,0.17274436090225556,63.99248120300746,0.6654135338345866,1,1
baseline_covid,Missouri,82.84349568411098,43.68731342304024,13.613401743039988,25.542780518030742,0.0876691729323308,0.19962406015037562,132.93984962406017,0.6691729323308269,1,1
baseline_covid,Montana,16.52005719207568,10.402017639499702,1.862324521741459,4.2557150308345175,0.14781954887218043,0.16033834586466159,23.631578947368418,0.8082706766917294,1,1
baseline_covid,Nebraska,27.15175424905565,11.390511627606877,6.665781339016395,9.095461282432373,0.008721804511278205,0.12011278195488716,48.95488721804513,0.4887218045112783,0.981203007518797,1
baseline_covid,Nevada,31.565972992182925,21.526065833712845,3.8120637747730832,6.227843383696996,0.14932330827067675,0.129511278195489,42.63909774436089,0.8233082706766918,1,1
baseline_covid,New Hampshire,19.096843096842623,8.871748510558414,3.8865969437889873,6.338497642495222,0.07338345864661655,0.1586466165413533,32.07894736842106,0.6503759398496239,0.981203007518797,1
baseline_covid,New Jersey,159.0627446805389,76.82173953364533,33.11046821370467,49.13053693318886,0.02751879699248125,0.1751879699248122,253.31578947368425,0.518796992481203,1,1
baseline_covid,New Mexico,21.892047678841447,11.809415529211682,4.4433212151670425,5.639310934462727,0.08691729323308275,0.03289473684210506,36.31954887218045,0.6578947368421051,1,1
baseline_covid,New York,323.1552525791517,152.53622411443098,65.05515041992525,105.56387804479553,0.03203007518796993,0.21597744360902235,518.8721804511279,0.5300751879699251,1,1
baseline_covid,North Carolina,127.21217196133426,61.948490764371925,28.400753330841543,36.862927866120764,0.08766917293233085,0.23796992481203014,210.93609022556407,0.6691729323308269,1,1
baseline_covid,North Dakota,10.149685325058138,6.185626785976506,1.595793736132851,2.368264802948781,0.15233082706766912,0.08872180451127824,15.654135338345863,0.8195488721804508,1,1
baseline_covid,Ohio,168.66070775463393,85.44776532069831,29.57325328516443,53.6396891487712,0.07413533834586467,0.13063909774436092,268.0112781954888,0.6353383458646618,1,1
baseline_covid,Oklahoma,57.359802118425314,38.503589623969546,7.203119459766029,11.653093034689746,0.13503759398496243,0.18552631578947354,78.59774436090228,0.7857142857142859,1,1
baseline_covid,Oregon,31.211994150890753,18.720190980979357,4.544492448683881,7.947310721227514,0.12225563909774441,0.24548872180451123,50.77067669172932,0.7518796992481205,1,1
baseline_covid,Pennsylvania,144.49970896660093,78.8094605753952,22.089860917406142,43.600387473799564,0.060601503759398496,0.21466165413533841,217.92481203007506,0.6015037593984957,1,1
