reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.01,3
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.025,4
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.05,5
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.1,6
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.15,7
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.2,8
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.25,8
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.3,9
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.35,10
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.4,10
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.45,11
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.5,12
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.55,12
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.6,13
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.65,14
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.7,15
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.75,16
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.8,17
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.85,18
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.9,20
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.95,23
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.975,26
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.99,30
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.01,2
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.025,3
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.05,4
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.1,5
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.15,6
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.2,7
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.25,8
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.3,9
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.35,9
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.4,10
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.45,11
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.5,12
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.55,12
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.6,13
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.65,14
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.7,15
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.75,16
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.8,18
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.85,20
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.9,22
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.95,26
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.975,32
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.99,37
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.01,2
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.025,3
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.05,3
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.1,5
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.15,6
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.2,7
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.25,8
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.3,8
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.35,9
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.4,10
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.45,11
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.5,12
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.55,13
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.6,14
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.65,15
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.7,16
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.75,17
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.8,19
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.85,21
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.9,24
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.95,29
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.975,35
2023-08-19,inc hosp,3,2023-09-09,Alabama,quantile,0.99,41
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.01,2
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.025,2
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.05,3
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.1,5
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.15,6
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.2,7
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.25,8
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.3,9
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.35,9
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.4,10
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.45,11
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.5,12
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.55,13
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.6,14
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.65,16
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.7,17
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.75,19
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.8,21
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.85,23
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.9,27
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.95,32
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.975,38
2023-08-19,inc hosp,4,2023-09-16,Alabama,quantile,0.99,48
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.01,0
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.025,0
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.05,0
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.1,0
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.15,0
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.2,0
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.25,1
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.3,1
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.35,1
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.4,1
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.45,1
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.5,1
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.55,2
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.6,2
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.65,2
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.7,2
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.75,3
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.8,3
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.85,4
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.9,4
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.95,6
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.975,7
2023-08-19,inc hosp,1,2023-08-26,Alaska,quantile,0.99,8
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.01,0
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.025,0
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.05,0
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.1,0
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.15,0
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.2,0
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.25,0
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.3,1
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.35,1
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.4,1
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.45,1
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.5,1
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.55,2
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.6,2
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.65,2
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.7,2
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.75,3
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.8,3
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.85,4
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.9,5
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.95,7
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.975,8
2023-08-19,inc hosp,2,2023-09-02,Alaska,quantile,0.99,11
