reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.01,14
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.025,17
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.05,19
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.1,22
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.15,24
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.2,27
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.25,28
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.3,30
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.35,32
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.4,33
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.45,35
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.5,37
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.55,39
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.6,41
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.65,43
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.7,45
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.75,47
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.8,51
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.85,54
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.9,59
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.95,67
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.975,75
2023-02-04,inc hosp,1,2023-02-11,Alabama,quantile,0.99,84
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.01,10
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.025,13
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.05,16
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.1,20
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.15,23
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.2,25
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.25,27
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.3,29
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.35,31
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.4,34
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.45,36
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.5,38
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.55,40
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.6,43
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.65,46
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.7,49
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.75,53
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.8,57
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.85,62
2023-02-04,inc hosp,2,2023-02-18,Alabama,quantile,0.9,70
