reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.01,49
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.025,57
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.05,63
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.1,71
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.15,77
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.2,81
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.25,86
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.3,90
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.35,94
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.4,97
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.45,102
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.5,106
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.55,110
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.6,114
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.65,119
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.7,124
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.75,130
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.8,138
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.85,146
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.9,157
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.95,174
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.975,190
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.99,212
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.01,39
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.025,45
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.05,52
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.1,62
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.15,68
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.2,74
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.25,79
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.3,84
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.35,89
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.4,94
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.45,98
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.5,103
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.55,108
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.6,115
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.65,121
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.7,128
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.75,136
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.8,146
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.85,158
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.9,173
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.95,201
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.975,226
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.99,256
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.01,33
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.025,39
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.05,46
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.1,55
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.15,62
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.2,68
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.25,74
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.3,80
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.35,86
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.4,92
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.45,99
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.5,104
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.55,110
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.6,118
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.65,124
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.7,133
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.75,142
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.8,154
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.85,171
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.9,193
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.95,230
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.975,264
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.99,303
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.01,29
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.025,35
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.05,42
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.1,51
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.15,59
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.2,66
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.25,72
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.3,79
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.35,86
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.4,92
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.45,98
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.5,106
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.55,113
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.6,120
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.65,130
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.7,141
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.75,152
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.8,167
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.85,186
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.9,211
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.95,254
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.975,302
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.99,383
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.01,1
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.025,2
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.05,3
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.1,4
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.15,5
